distance_km,time_of_day,day_of_week,traffic_level,weather_level,current_delay,is_weekend,is_rush_hour,crowd_level
8.38,17,1,6,0,9.4,0,1,696.0
6.52,18,5,4,1,7.1,1,1,661.0
10.86,17,6,8,2,18.8,1,1,826.0
10.62,17,2,8,4,19.6,0,1,912.0
4.54,13,4,5,0,8.7,0,0,506.0
9.59,15,5,1,0,1.7,1,0,295.0
10.18,12,1,4,0,8.9,0,0,405.0
7.54,11,3,6,5,22.1,0,0,525.0
4.16,9,3,10,3,23.7,0,1,892.0
5.89,10,2,10,4,23.7,0,1,855.0
3.48,11,2,4,0,5.6,0,0,495.0
9.77,15,4,6,0,8.7,0,0,420.0
1.82,13,5,3,1,14.5,1,0,261.0
19.66,7,2,4,0,7.7,0,0,431.0
17.13,10,1,7,0,11.3,0,1,758.0
10.35,10,5,6,0,16.8,1,1,750.0
13.85,17,1,4,0,7.0,0,1,685.0
13.25,9,0,7,0,16.3,0,1,738.0
8.48,1,2,5,4,14.8,0,0,529.0
6.66,7,5,3,2,17.2,1,0,395.0
6.1,13,5,1,2,5.0,1,0,277.0
20.13,8,2,7,0,11.8,0,1,820.0
4.03,13,3,2,2,6.2,0,0,471.0
4.1,15,6,4,0,14.7,1,0,392.0
14.66,20,5,5,0,8.8,1,1,564.0
13.76,17,5,3,0,8.6,1,1,523.0
6.37,5,0,3,0,6.4,0,0,466.0
11.11,10,1,9,3,19.4,0,1,751.0
12.12,18,0,8,3,20.3,0,1,857.0
2.49,9,6,4,0,7.0,1,1,671.0
17.85,20,2,7,1,14.2,0,1,743.0
12.11,14,3,3,0,6.8,0,0,368.0
10.48,7,3,3,0,5.3,0,0,398.0
12.18,8,3,6,1,13.5,0,1,742.0
9.63,20,0,8,2,16.9,0,1,902.0
7.22,23,6,1,2,5.2,1,0,324.0
8.53,19,2,8,0,11.8,0,1,800.0
2.28,9,6,7,1,14.0,1,1,702.0
25.26,18,5,5,0,9.4,1,1,579.0
7.13,8,4,6,0,15.7,0,1,920.0
24.99,10,4,7,0,18.0,0,1,692.0
8.63,17,6,5,0,7.3,1,1,745.0
4.86,21,2,4,0,5.3,0,0,311.0
17.52,12,2,4,0,10.1,0,0,322.0
10.19,13,4,4,1,7.9,0,0,381.0
31.05,8,1,9,0,16.7,0,1,799.0
4.76,11,5,2,0,3.3,1,0,288.0
17.99,6,0,4,4,19.2,0,0,533.0
18.61,19,6,5,3,17.4,1,1,660.0
12.8,5,2,5,0,7.9,0,0,403.0
18.71,17,0,8,0,15.3,0,1,756.0
7.26,9,4,7,0,19.2,0,1,943.0
4.02,13,1,5,4,16.9,0,0,461.0
5.21,9,2,7,0,9.9,0,1,772.0
8.22,11,3,4,0,5.6,0,0,343.0
13.24,14,4,4,2,26.0,0,0,503.0
4.25,16,0,5,2,11.4,0,0,415.0
6.11,21,0,3,0,5.2,0,0,501.0
4.54,9,3,5,0,8.4,0,1,770.0
14.82,15,2,2,0,15.0,0,0,389.0
24.87,20,4,7,0,24.9,0,1,787.0
3.46,9,5,6,0,8.7,1,1,697.0
11.47,19,4,7,2,21.7,0,1,845.0
16.05,21,0,3,2,9.2,0,0,392.0
6.79,19,6,6,1,14.8,1,1,747.0
2.4,15,5,2,1,5.5,1,0,266.0
17.41,17,0,9,1,23.6,0,1,779.0
2.26,13,5,3,0,7.7,1,0,376.0
20.76,16,6,2,2,10.9,1,0,263.0
4.46,22,3,3,0,3.5,0,0,274.0
1.95,8,5,4,0,4.8,1,1,629.0
5.52,18,6,4,0,6.0,1,1,737.0
7.75,13,6,3,2,8.0,1,0,322.0
8.96,8,6,7,1,14.2,1,1,690.0
12.13,17,1,7,0,10.8,0,1,684.0
9.53,18,0,6,0,11.9,0,1,737.0
23.59,15,4,3,2,11.1,0,0,289.0
7.49,19,4,6,0,10.2,0,1,801.0
9.89,10,3,7,0,14.9,0,1,799.0
9.32,20,1,6,2,14.3,0,1,785.0
1.73,17,6,7,1,15.6,1,1,713.0
2.92,18,2,6,0,7.9,0,1,880.0
8.24,9,5,6,0,10.6,1,1,640.0
10.73,12,4,5,4,15.8,0,0,453.0
1.1,20,6,4,0,4.8,1,1,647.0
24.28,6,4,6,3,19.1,0,0,442.0
11.33,11,4,4,2,13.4,0,0,468.0
7.91,18,5,6,3,16.9,1,1,801.0
10.98,18,0,4,0,8.9,0,1,771.0
5.27,19,4,8,0,18.0,0,1,990.0
9.03,18,4,7,0,15.9,0,1,701.0
10.05,21,5,3,0,5.5,1,0,299.0
17.54,13,1,5,0,9.2,0,0,357.0
7.01,16,4,5,0,9.4,0,0,557.0
2.32,19,1,6,0,8.8,0,1,804.0
3.93,17,0,5,1,9.6,0,1,663.0
6.6,7,4,4,0,7.6,0,0,441.0
2.57,10,0,6,0,16.8,0,1,833.0
3.58,14,0,3,0,4.7,0,0,447.0
3.96,18,3,8,1,17.0,0,1,818.0
6.27,14,6,2,0,2.4,1,0,295.0
11.23,18,5,7,2,19.3,1,1,725.0
6.05,19,0,5,0,12.8,0,1,731.0
11.75,9,0,8,1,19.0,0,1,853.0
7.92,16,3,4,2,11.5,0,0,458.0
3.68,15,3,5,1,8.4,0,0,526.0
10.17,8,0,8,1,14.0,0,1,826.0
9.11,13,1,6,3,14.7,0,0,539.0
11.96,14,0,3,0,15.1,0,0,323.0
13.64,18,3,8,0,12.1,0,1,873.0
17.9,12,4,7,4,25.5,0,0,481.0
11.48,7,2,6,3,15.7,0,0,550.0
8.9,13,4,4,1,12.9,0,0,450.0
11.99,19,1,8,0,21.2,0,1,832.0
5.6,15,5,1,0,9.4,1,0,327.0
5.28,9,0,9,3,18.9,0,1,779.0
19.49,20,3,6,1,12.6,0,1,708.0
5.16,8,2,6,0,9.8,0,1,829.0
4.04,9,3,6,0,8.2,0,1,900.0
11.48,12,3,4,2,10.9,0,0,430.0
5.64,18,4,7,1,20.3,0,1,699.0
13.54,19,6,6,4,19.5,1,1,723.0
17.06,6,3,6,0,10.8,0,0,410.0
4.52,18,1,5,0,6.9,0,1,827.0
12.42,17,3,6,0,21.2,0,1,789.0
5.07,19,3,5,0,10.5,0,1,692.0
6.7,20,6,5,0,8.4,1,1,723.0
9.85,18,3,8,0,14.0,0,1,846.0
5.29,8,6,6,0,8.2,1,1,647.0
9.25,9,4,8,0,14.5,0,1,859.0
7.12,20,4,7,2,17.1,0,1,810.0
13.75,16,2,4,0,7.8,0,0,366.0
13.77,14,1,3,0,5.0,0,0,325.0
5.31,20,0,7,1,12.3,0,1,804.0
10.01,19,3,8,0,16.7,0,1,873.0
15.15,17,6,4,1,9.7,1,1,520.0
3.53,19,0,10,3,27.0,0,1,1000.0
7.08,7,6,2,1,10.1,1,0,319.0
9.71,18,6,4,0,16.5,1,1,634.0
3.4,21,3,4,3,13.6,0,0,491.0
5.81,6,2,5,4,14.7,0,0,459.0
22.04,8,4,7,2,17.0,0,1,678.0
5.15,18,5,3,0,11.1,1,1,591.0
5.6,14,0,4,1,13.5,0,0,338.0
11.39,7,3,3,1,7.4,0,0,308.0
3.06,9,0,7,0,9.0,0,1,712.0
7.2,9,4,5,0,13.0,0,1,840.0
4.08,9,0,10,2,19.4,0,1,841.0
9.24,19,2,7,0,14.8,0,1,796.0
0.5,17,5,6,3,19.6,1,1,854.0
8.37,18,5,8,5,28.7,1,1,893.0
9.9,3,1,1,0,1.8,0,0,311.0
5.92,11,3,3,0,6.1,0,0,378.0
6.2,9,1,10,4,25.8,0,1,966.0
5.38,19,4,6,0,8.4,0,1,906.0
7.13,21,0,4,2,13.5,0,0,483.0
19.65,11,5,2,0,4.3,1,0,261.0
14.03,22,0,5,0,8.2,0,0,537.0
7.12,3,4,3,0,10.4,0,0,420.0
5.81,9,2,5,0,13.7,0,1,844.0
13.18,18,1,10,3,21.6,0,1,926.0
8.83,10,3,5,0,14.3,0,1,791.0
3.33,20,0,6,0,8.7,0,1,731.0
6.54,8,4,6,1,11.0,0,1,728.0
18.34,18,4,8,4,26.1,0,1,835.0
11.09,8,3,6,0,13.1,0,1,820.0
5.86,8,2,7,2,15.5,0,1,894.0
2.17,12,3,4,0,5.0,0,0,507.0
9.2,21,6,1,2,6.8,1,0,284.0
7.95,15,5,4,2,11.9,1,0,392.0
6.96,16,0,6,3,14.1,0,0,543.0
13.27,1,2,5,1,11.8,0,0,423.0
11.19,6,0,5,4,22.4,0,0,494.0
2.24,6,1,3,0,9.6,0,0,334.0
7.98,18,5,8,2,20.8,1,1,769.0
2.78,8,5,4,2,9.9,1,1,691.0
5.45,9,3,7,0,9.4,0,1,868.0
2.6,16,4,4,4,12.7,0,0,578.0
2.69,15,2,5,2,17.1,0,0,516.0
9.99,11,3,4,3,11.5,0,0,577.0
9.32,0,5,3,0,7.2,1,0,305.0
7.56,12,1,3,3,10.0,0,0,504.0
5.1,18,2,5,0,6.5,0,1,751.0
2.43,8,0,8,4,19.5,0,1,849.0
5.47,17,1,8,0,13.0,0,1,803.0
9.35,4,0,5,1,10.2,0,0,531.0
9.21,20,5,6,0,8.5,1,1,656.0
18.09,21,5,4,2,13.8,1,0,292.0
16.46,0,2,3,0,6.0,0,0,348.0
7.78,12,4,5,3,16.3,0,0,473.0
5.43,11,1,4,3,12.3,0,0,548.0
4.16,19,0,6,0,8.2,0,1,897.0
2.1,14,3,4,2,22.6,0,0,509.0
3.05,16,1,3,1,7.5,0,0,459.0
9.36,8,5,5,0,10.6,1,1,718.0
11.7,6,1,3,0,4.5,0,0,371.0
6.27,17,5,4,0,6.9,1,1,592.0
30.4,16,1,4,0,11.4,0,0,295.0
3.08,19,0,7,1,17.5,0,1,873.0
1.91,19,3,6,1,10.3,0,1,838.0
30.07,16,1,5,0,10.8,0,0,230.0
2.33,14,2,4,4,14.3,0,0,484.0
6.21,20,2,7,0,25.9,0,1,802.0
4.44,18,6,6,3,16.7,1,1,813.0
9.84,19,3,9,2,17.2,0,1,825.0
5.87,23,5,4,2,17.1,1,0,357.0
11.73,11,4,3,1,11.3,0,0,369.0
13.45,17,6,6,0,15.6,1,1,722.0
2.08,17,3,9,3,17.9,0,1,976.0
4.05,8,6,5,2,11.6,1,1,744.0
12.4,16,6,3,3,14.1,1,0,409.0
15.23,11,6,3,0,7.1,1,0,341.0
8.67,12,4,2,1,9.4,0,0,281.0
10.34,8,6,5,0,19.5,1,1,717.0
18.83,18,5,5,1,18.6,1,1,633.0
5.92,17,2,8,2,16.3,0,1,789.0
8.6,14,1,3,0,7.1,0,0,367.0
16.47,8,1,7,0,12.3,0,1,803.0
17.14,15,4,3,0,12.1,0,0,450.0
7.17,7,1,5,0,8.2,0,0,352.0
4.16,10,1,5,0,6.5,0,1,798.0
7.11,10,4,5,0,6.8,0,1,866.0
7.61,19,2,5,0,10.8,0,1,868.0
4.04,11,4,4,1,11.0,0,0,244.0
4.53,16,6,4,2,9.2,1,0,498.0
17.15,19,0,8,0,13.1,0,1,834.0
10.66,11,4,2,0,7.6,0,0,222.0
6.23,19,5,6,2,12.8,1,1,680.0
3.24,7,0,6,0,9.0,0,0,546.0
4.57,10,5,5,0,9.8,1,1,700.0
1.77,7,3,2,0,2.3,0,0,350.0
8.82,15,4,5,4,14.9,0,0,505.0
4.38,21,0,4,0,7.7,0,0,458.0
9.31,17,3,9,4,21.5,0,1,876.0
12.32,16,2,3,0,7.0,0,0,362.0
9.4,9,1,6,0,9.1,0,1,817.0
5.68,20,5,5,0,10.8,1,1,635.0
3.87,12,3,3,2,11.8,0,0,369.0
2.85,9,6,4,1,9.3,1,1,643.0
16.1,22,1,6,1,11.5,0,0,381.0
9.13,11,5,4,4,18.0,1,0,365.0
5.92,10,4,7,1,15.0,0,1,725.0
11.26,6,4,3,0,5.5,0,0,384.0
14.47,8,2,8,2,17.6,0,1,882.0
4.45,18,4,7,0,15.0,0,1,772.0
8.94,13,1,3,1,13.9,0,0,380.0
9.06,21,5,5,3,13.8,1,0,381.0
18.32,7,3,5,0,14.8,0,0,347.0
5.86,16,3,3,0,7.9,0,0,460.0
3.76,17,4,6,1,11.7,0,1,757.0
9.62,16,0,5,0,10.3,0,0,396.0
11.89,14,2,3,0,8.7,0,0,331.0
8.44,15,1,3,1,6.2,0,0,459.0
19.12,17,6,7,0,13.9,1,1,648.0
5.85,19,2,6,0,12.8,0,1,910.0
8.59,10,0,8,1,14.0,0,1,853.0
2.24,12,0,0,0,0.0,0,0,409.0
3.59,16,6,1,0,1.6,1,0,247.0
4.47,9,1,10,5,24.0,0,1,915.0
6.58,8,0,7,0,10.5,0,1,796.0
2.58,21,1,4,0,8.0,0,0,394.0
11.16,8,1,7,3,26.3,0,1,747.0
4.17,8,0,7,0,19.6,0,1,897.0
27.08,16,6,4,3,14.7,1,0,298.0
4.28,6,0,4,1,16.0,0,0,423.0
7.98,6,5,5,1,10.7,1,0,383.0
7.3,6,5,3,0,4.9,1,0,299.0
3.34,7,4,4,0,5.9,0,0,509.0
6.6,12,0,5,2,11.3,0,0,498.0
6.54,18,5,4,0,11.2,1,1,647.0
13.46,10,2,7,2,15.6,0,1,852.0
9.87,11,2,3,2,9.5,0,0,414.0
11.05,16,1,3,2,8.5,0,0,419.0
13.27,9,5,5,0,7.7,1,1,707.0
11.17,12,4,4,2,15.1,0,0,375.0
8.89,10,1,6,2,15.9,0,1,762.0
4.44,10,2,6,0,9.7,0,1,762.0
8.5,11,5,3,3,10.9,1,0,334.0
3.81,1,6,1,0,0.2,1,0,331.0
6.96,19,6,9,4,28.9,1,1,768.0
6.33,22,0,2,0,2.0,0,0,362.0
6.62,19,6,6,0,9.4,1,1,653.0
2.6,0,3,1,1,5.8,0,0,490.0
0.5,18,5,5,0,8.3,1,1,746.0
5.51,15,2,2,0,2.4,0,0,383.0
15.3,7,4,3,0,10.2,0,0,424.0
7.9,20,1,9,2,18.3,0,1,800.0
14.6,18,3,7,0,14.2,0,1,895.0
3.83,7,1,2,1,4.6,0,0,346.0
5.31,21,2,4,1,11.0,0,0,521.0
28.1,7,2,4,1,13.8,0,0,384.0
4.02,12,6,2,0,18.5,1,0,349.0
10.91,8,4,6,0,12.0,0,1,838.0
10.9,7,4,4,4,14.4,0,0,532.0
10.11,21,1,4,2,9.6,0,0,440.0
11.0,15,3,6,4,19.7,0,0,498.0
3.97,9,3,7,2,17.7,0,1,867.0
5.7,18,5,5,2,15.7,1,1,713.0
0.51,19,1,8,4,19.6,0,1,948.0
18.71,20,0,7,0,25.6,0,1,850.0
10.96,20,3,9,3,21.8,0,1,918.0
4.48,20,5,5,0,8.2,1,1,686.0
3.86,16,5,2,0,9.1,1,0,267.0
15.47,10,5,6,0,21.3,1,1,702.0
4.23,20,2,5,0,7.5,0,1,662.0
4.47,7,1,4,0,10.6,0,0,386.0
3.23,8,4,7,1,19.9,0,1,892.0
12.34,12,0,3,1,7.6,0,0,438.0
14.46,9,6,6,3,15.8,1,1,711.0
6.36,16,4,3,0,4.9,0,0,402.0
14.52,20,3,6,0,12.3,0,1,772.0
9.55,13,1,5,2,20.1,0,0,526.0
3.06,15,1,3,1,5.3,0,0,408.0
17.86,11,6,4,2,16.3,1,0,270.0
3.2,17,0,5,0,6.8,0,1,789.0
6.7,7,0,3,0,9.1,0,0,519.0
6.37,6,2,7,4,22.5,0,0,515.0
5.57,16,1,3,0,5.3,0,0,387.0
1.25,14,4,3,1,10.0,0,0,419.0
24.53,11,0,3,0,8.4,0,0,464.0
1.44,9,5,5,0,7.9,1,1,630.0
18.57,6,5,6,3,17.9,1,0,371.0
3.76,17,1,5,0,6.5,0,1,741.0
4.81,11,4,3,0,5.0,0,0,322.0
17.43,12,4,3,2,9.7,0,0,304.0
10.25,19,5,5,0,10.2,1,1,689.0
2.31,18,5,5,0,8.3,1,1,727.0
2.26,8,6,4,1,8.3,1,1,647.0
9.26,17,0,6,0,13.8,0,1,862.0
3.15,7,4,4,1,19.4,0,0,345.0
10.57,8,5,6,0,9.4,1,1,593.0
11.3,17,1,7,0,14.5,0,1,739.0
4.09,7,1,2,0,2.9,0,0,376.0
5.01,9,0,8,3,27.7,0,1,890.0
9.46,19,6,5,0,7.4,1,1,638.0
3.94,18,6,8,4,18.7,1,1,847.0
7.91,20,0,4,0,6.3,0,1,813.0
29.16,19,1,7,0,13.4,0,1,753.0
9.77,9,3,8,2,20.1,0,1,862.0
5.63,16,6,3,0,8.5,1,0,309.0
26.1,10,5,7,1,21.8,1,1,734.0
12.92,17,6,7,3,21.0,1,1,866.0
3.22,10,5,7,3,16.5,1,1,821.0
3.74,0,4,5,1,8.2,0,0,432.0
1.61,7,2,4,2,14.5,0,0,502.0
9.34,18,4,5,0,7.0,0,1,774.0
1.02,7,3,2,2,10.1,0,0,406.0
26.08,16,6,4,0,12.2,1,0,303.0
6.15,19,3,7,0,20.0,0,1,844.0
13.44,18,5,6,1,12.0,1,1,747.0
5.74,11,1,3,0,5.6,0,0,336.0
9.23,8,4,8,2,18.6,0,1,752.0
6.76,20,3,7,0,10.0,0,1,772.0
7.75,15,3,4,0,6.2,0,0,407.0
16.22,11,5,2,1,5.5,1,0,145.0
21.35,21,3,3,1,14.4,0,0,329.0
20.31,8,0,8,4,23.3,0,1,926.0
40.0,12,2,4,0,13.1,0,0,313.0
4.3,7,6,0,0,1.6,1,0,254.0
9.85,7,6,4,0,12.0,1,0,260.0
4.38,11,4,1,0,1.2,0,0,427.0
15.79,17,4,8,0,16.5,0,1,767.0
3.35,10,1,8,2,17.5,0,1,885.0
16.4,17,5,7,0,14.4,1,1,700.0
8.64,18,4,9,4,22.4,0,1,927.0
7.04,19,0,8,1,14.2,0,1,928.0
7.64,6,6,4,1,9.9,1,0,376.0
2.86,18,5,5,0,6.2,1,1,696.0
3.08,7,0,4,0,6.4,0,0,422.0
8.75,17,2,8,0,12.7,0,1,839.0
8.71,10,5,5,1,10.6,1,1,664.0
4.54,17,5,5,1,13.0,1,1,714.0
6.1,8,1,6,0,16.2,0,1,779.0
10.43,17,0,7,0,11.8,0,1,754.0
3.93,7,6,2,5,15.6,1,0,340.0
1.43,8,6,7,0,10.6,1,1,715.0
19.14,16,5,3,0,7.3,1,0,230.0
9.18,10,4,7,0,10.5,0,1,896.0
5.2,17,4,4,0,6.4,0,1,797.0
4.37,17,3,5,0,7.9,0,1,756.0
3.89,16,4,5,1,10.4,0,0,442.0
15.75,17,2,7,1,17.1,0,1,827.0
2.45,18,0,5,1,8.3,0,1,904.0
9.84,20,2,7,0,16.4,0,1,849.0
9.83,7,2,4,0,11.5,0,0,309.0
12.49,15,2,5,2,12.4,0,0,501.0
5.58,18,3,6,0,17.7,0,1,868.0
18.11,8,0,8,0,20.1,0,1,925.0
12.73,9,2,6,0,9.8,0,1,735.0
5.44,9,3,8,2,30.3,0,1,917.0
4.2,15,1,3,0,3.6,0,0,423.0
6.78,10,3,8,3,20.3,0,1,841.0
5.3,17,4,6,0,10.4,0,1,734.0
3.66,16,2,5,5,25.5,0,0,594.0
7.88,17,0,7,0,10.5,0,1,699.0
6.13,9,4,7,2,16.8,0,1,768.0
20.9,18,4,8,0,13.4,0,1,809.0
5.3,17,2,7,3,15.3,0,1,890.0
4.17,7,0,5,0,10.2,0,0,527.0
7.52,8,0,7,3,23.3,0,1,902.0
8.98,9,0,9,2,21.8,0,1,886.0
9.46,20,5,7,1,12.7,1,1,793.0
9.4,9,2,7,0,16.7,0,1,778.0
7.71,5,2,3,0,5.4,0,0,366.0
7.31,7,4,5,5,17.0,0,0,524.0
11.34,5,4,5,4,18.6,0,0,528.0
3.39,11,0,3,0,7.0,0,0,406.0
4.2,18,6,5,0,7.6,1,1,585.0
1.91,12,1,4,0,13.7,0,0,439.0
3.44,19,5,5,0,6.4,1,1,672.0
14.76,6,5,2,0,7.0,1,0,257.0
11.02,12,3,3,3,13.4,0,0,410.0
22.68,18,1,8,0,19.8,0,1,802.0
19.32,17,3,9,3,23.9,0,1,762.0
11.09,19,1,10,5,25.3,0,1,971.0
8.33,9,5,6,0,8.3,1,1,783.0
7.63,13,5,3,0,5.6,1,0,260.0
0.95,17,5,6,1,9.4,1,1,729.0
7.03,8,5,6,0,13.1,1,1,681.0
4.8,18,1,8,2,22.5,0,1,874.0
3.57,9,0,5,1,9.7,0,1,725.0
9.92,7,4,2,0,11.1,0,0,494.0
6.43,18,4,6,3,15.5,0,1,861.0
7.96,17,6,7,0,16.7,1,1,680.0
3.14,19,4,5,0,10.5,0,1,730.0
13.09,19,5,7,5,23.0,1,1,790.0
5.28,9,2,6,0,8.0,0,1,648.0
9.56,16,0,2,0,2.9,0,0,415.0
5.62,23,0,4,0,6.8,0,0,386.0
0.76,8,3,4,0,6.6,0,1,782.0
10.19,12,0,2,0,5.9,0,0,384.0
6.74,20,3,7,1,11.9,0,1,873.0
1.79,7,2,2,0,3.1,0,0,417.0
2.82,20,1,8,1,15.4,0,1,906.0
13.35,13,4,4,0,6.9,0,0,444.0
1.87,19,4,8,0,13.9,0,1,827.0
5.17,16,0,5,4,15.8,0,0,649.0
23.94,17,3,8,2,17.7,0,1,809.0
10.37,18,6,5,2,11.4,1,1,684.0
12.15,6,2,5,0,8.5,0,0,360.0
6.02,16,5,2,0,4.5,1,0,270.0
1.63,20,2,10,3,21.9,0,1,974.0
8.51,21,1,6,3,18.6,0,0,523.0
3.0,21,5,2,2,7.0,1,0,441.0
2.75,17,2,7,0,9.4,0,1,788.0
7.83,16,6,3,0,7.3,1,0,341.0
3.18,14,4,4,0,4.7,0,0,354.0
7.2,16,5,4,0,11.3,1,0,464.0
4.31,16,5,2,0,3.8,1,0,216.0
7.03,6,6,1,0,1.8,1,0,376.0
4.92,7,3,1,0,1.2,0,0,341.0
7.17,16,6,1,1,6.7,1,0,146.0
18.31,9,0,7,1,13.6,0,1,850.0
12.33,9,3,9,1,17.8,0,1,849.0
6.6,8,2,8,0,14.7,0,1,801.0
16.46,18,0,9,1,25.2,0,1,886.0
9.66,21,6,6,5,22.6,1,0,502.0
15.74,16,5,2,0,6.2,1,0,269.0
2.08,21,5,1,3,6.9,1,0,399.0
3.21,19,4,5,0,6.0,0,1,779.0
8.44,8,4,5,1,22.5,0,1,843.0
6.48,7,2,2,0,2.3,0,0,332.0
7.18,8,4,6,1,15.9,0,1,853.0
10.75,7,6,4,3,12.0,1,0,331.0
8.5,15,1,4,0,5.5,0,0,333.0
13.12,9,2,7,2,17.1,0,1,804.0
12.89,20,0,9,3,22.6,0,1,867.0
3.35,16,6,2,2,5.7,1,0,382.0
0.79,10,3,6,0,8.6,0,1,713.0
3.16,22,4,2,0,4.0,0,0,449.0
2.99,21,1,6,3,14.5,0,0,493.0
7.57,18,0,8,2,15.7,0,1,707.0
7.5,18,5,8,4,20.0,1,1,734.0
6.2,22,6,1,0,3.4,1,0,242.0
9.91,16,2,5,2,11.6,0,0,485.0
30.72,19,5,8,2,20.4,1,1,667.0
6.1,6,4,2,3,8.0,0,0,352.0
8.69,15,4,5,1,11.8,0,0,404.0
7.18,13,1,2,0,4.9,0,0,297.0
4.58,6,4,4,1,9.9,0,0,461.0
10.81,7,1,6,1,12.0,0,0,454.0
5.87,5,1,4,0,5.5,0,0,449.0
3.83,9,2,5,0,7.0,0,1,658.0
4.07,6,1,4,3,14.1,0,0,456.0
13.44,11,6,4,0,8.5,1,0,419.0
10.63,18,0,6,0,16.2,0,1,817.0
4.98,16,6,2,1,4.2,1,0,282.0
9.8,17,1,9,5,42.7,0,1,927.0
7.24,5,6,3,1,6.3,1,0,381.0
8.79,19,2,5,0,8.5,0,1,838.0
4.48,7,6,3,0,11.4,1,0,259.0
3.07,9,3,6,0,10.6,0,1,733.0
5.85,14,3,3,0,3.6,0,0,405.0
3.54,20,0,7,2,16.0,0,1,878.0
3.32,23,3,4,0,5.8,0,0,453.0
2.2,18,3,6,0,11.5,0,1,913.0
0.8,17,6,8,3,20.2,1,1,765.0
5.05,14,1,4,0,5.5,0,0,418.0
15.11,17,0,6,0,10.3,0,1,784.0
12.72,7,1,5,0,9.9,0,0,455.0
20.08,9,1,8,0,13.1,0,1,724.0
3.2,22,6,2,0,3.7,1,0,256.0
11.29,22,1,7,5,24.2,0,0,540.0
6.58,9,6,5,3,15.5,1,1,831.0
4.08,8,0,6,2,18.7,0,1,785.0
13.99,8,5,6,1,15.6,1,1,666.0
6.63,13,2,3,0,8.7,0,0,447.0
1.43,8,0,10,3,20.3,0,1,881.0
12.63,17,4,6,0,15.4,0,1,783.0
9.35,6,5,2,0,12.2,1,0,177.0
7.88,7,5,2,0,5.5,1,0,289.0
2.68,9,1,8,1,18.4,0,1,874.0
8.55,18,4,6,0,9.2,0,1,777.0
18.34,9,3,5,0,9.6,0,1,654.0
9.17,12,3,5,0,14.5,0,0,456.0
1.91,17,6,5,0,7.1,1,1,680.0
9.65,18,2,8,0,12.4,0,1,886.0
9.23,9,2,8,1,19.4,0,1,883.0
11.91,17,3,8,0,12.1,0,1,710.0
9.06,9,6,5,1,10.2,1,1,624.0
3.33,17,6,4,0,6.0,1,1,618.0
7.58,12,4,1,0,1.0,0,0,348.0
5.93,20,0,6,1,13.2,0,1,795.0
8.24,22,2,4,1,7.9,0,0,412.0
14.33,18,0,6,0,9.7,0,1,912.0
4.3,20,0,6,1,15.2,0,1,787.0
22.04,7,5,4,2,12.2,1,0,381.0
9.61,17,5,7,0,10.3,1,1,685.0
12.68,8,0,7,1,12.6,0,1,660.0
11.57,9,3,6,0,16.0,0,1,785.0
9.35,14,1,6,3,15.3,0,0,571.0
10.55,18,0,6,0,13.7,0,1,810.0
0.5,17,2,10,4,28.6,0,1,1000.0
11.55,19,0,7,1,17.2,0,1,811.0
3.55,15,5,2,1,8.2,1,0,289.0
6.92,20,6,7,0,10.5,1,1,760.0
9.3,19,2,6,1,14.1,0,1,766.0
14.75,19,1,6,0,12.7,0,1,711.0
3.56,8,3,6,0,10.6,0,1,818.0
5.15,14,6,2,0,2.2,1,0,261.0
5.7,18,1,10,1,30.9,0,1,1000.0
8.31,22,4,3,2,15.4,0,0,469.0
5.97,2,0,4,4,20.5,0,0,466.0
10.59,9,2,6,0,10.9,0,1,694.0
1.48,10,3,8,3,22.8,0,1,883.0
6.53,9,2,8,3,18.4,0,1,1000.0
19.5,18,1,8,3,20.4,0,1,815.0
5.98,6,5,3,2,18.9,1,0,417.0
9.63,10,4,9,0,14.0,0,1,752.0
13.29,17,3,8,3,19.0,0,1,788.0
9.42,11,2,4,1,9.5,0,0,411.0
23.3,7,0,7,2,17.1,0,0,553.0
7.71,16,4,3,0,21.1,0,0,355.0
10.95,14,1,3,0,7.1,0,0,338.0
8.55,22,2,3,0,4.0,0,0,432.0
17.03,18,6,6,1,14.6,1,1,765.0
5.35,22,4,1,0,0.9,0,0,373.0
24.49,8,4,9,3,22.1,0,1,871.0
4.39,18,1,7,0,16.4,0,1,772.0
20.7,14,3,4,0,7.2,0,0,271.0
3.22,17,0,7,0,9.4,0,1,741.0
11.18,12,1,4,0,7.8,0,0,343.0
7.24,8,5,4,0,5.5,1,1,649.0
13.11,6,3,5,2,13.5,0,0,376.0
9.8,19,4,10,5,24.8,0,1,965.0
12.65,18,5,4,0,5.9,1,1,594.0
3.12,8,6,7,0,10.4,1,1,689.0
1.76,17,0,6,2,19.9,0,1,911.0
2.7,18,4,5,0,9.2,0,1,718.0
2.64,15,6,3,2,8.7,1,0,442.0
3.09,9,1,7,1,11.6,0,1,881.0
4.62,19,6,7,3,18.8,1,1,724.0
4.59,16,4,4,0,10.5,0,0,505.0
7.36,17,2,8,5,27.4,0,1,867.0
3.77,17,5,7,4,18.3,1,1,878.0
4.02,17,6,5,0,8.7,1,1,698.0
6.25,7,0,4,0,16.1,0,0,347.0
14.31,20,4,7,0,14.9,0,1,699.0
5.28,9,6,5,0,9.3,1,1,650.0
7.02,19,4,8,5,22.6,0,1,972.0
